,chromosome,start,end
TENM3-AS1,4,181820001,182145249
TERF1P3,4,136355110,136356336
TET2,4,105145875,105279816
TET2-AS1,4,105171354,105353011
THAP12P9,4,45323253,45326028
THAP6,4,75513946,75550473
THAP9,4,82900684,82919969
THAP9-AS1,4,82893009,82900960
TIFA,4,112272968,112285955
TIGD2,4,89111533,89114901
TIGD4,4,152769354,152779730
TKTL2,4,163471095,163473754
TLL1,4,165873237,166104457
TLR1,4,38787555,38856817
TLR10,4,38772238,38782990
TLR2,4,153684050,153706260
TLR3,4,186068911,186088073
TLR6,4,38822897,38856817
TMA16,4,163494442,163520539
TMED11P,4,1115263,1153726
TMEM128,4,4235542,4248223
TMEM129,4,1715952,1721358
TMEM131L,4,153466346,153636711
TMEM144,4,158201604,158255416
TMEM150C,4,82483170,82562357
TMEM154,4,152618628,152680012
TMEM156,4,38966744,39032922
TMEM165,4,55395957,55453397
TMEM175,4,932387,958656
TMEM184C,4,147617386,147672044
TMEM184C-DT,4,147539705,147617264
TMEM192,4,165070608,165208549
TMEM271,4,573880,576295
TMEM33,4,41935129,41960803
TMPRSS11A,4,67909395,67964140
TMPRSS11B,4,68226653,68245694
TMPRSS11BNL,4,68184081,68217913
TMPRSS11CP,4,67766480,67773854
TMPRSS11D,4,67820876,67884002
TMPRSS11F,4,68053198,68129869
TMPRSS11GP,4,67991684,68015768
TMSB4XP8,4,90838903,90839037
TNIP2,4,2741648,2756342
TNIP3,4,121131408,121227466
TNRC18P1,4,140641840,140645489
TOX4P1,4,112455924,112457785
TPI1P4,4,49016682,49017154
TRAM1L1,4,117083554,117085576
TRAPPC11,4,183659267,183713594
TRIM2,4,153152163,153339319
TRIM60,4,165016458,165041749
TRIM60P14,4,164915565,164916983
TRIM61,4,164954446,164977668
TRIM75,4,165053866,165060554
TRIML1,4,188139441,188147743
TRIML2,4,188091272,188109603
TRMT10A,4,99546709,99564039
TRMT44,4,8436140,8493531
TRPC3,4,121874481,121952060
TSEN2P1,4,175494614,175496000
TSPAN5,4,98470367,98658611
TSPAN5-DT,4,98658758,98695568
TTC29,4,146706617,146945882
TTC39CP1,4,116193997,116194751
TUBAP10,4,124435750,124437120
TUBB8P3,4,112077598,112078400
TXK,4,48063158,48134250
TXNP6,4,76958860,76959169
UBA6,4,67612652,67701155
UBA6-DT,4,67700955,68080952
UBE2CP3,4,57072683,57073132
UBE2D3,4,102794383,102868896
UBE2D3-AS1,4,102827592,102844111
UBE2K,4,39698109,39782792
UCHL1,4,41256413,41268455
UCHL1-DT,4,41220074,41256727
UCP1,4,140559431,140568961
UFSP2,4,185399537,185425979
UGDH,4,39498755,39528311
UGDH-AS1,4,39527713,39594707
UGT2A1,4,69588417,69653249
UGT2A2,4,69588417,69639642
UGT2A3,4,68928463,68951804
UGT2A3P7,4,69517667,69518400
UGT2B10,4,68815994,68832023
UGT2B11,4,69199951,69214748
UGT2B17,4,68537173,68576413
UGT2B24P,4,69408828,69423164
UGT2B25P,4,69389492,69402081
UGT2B26P,4,69027831,69044578
UGT2B28,4,69280475,69295050
UGT2B4,4,69480165,69526014
UGT2B7,4,69051363,69112987
UGT8,4,114598770,114678588
UMLILO,4,73707725,73734688
UNC5C,4,95162504,95549206
UNC5C-AS1,4,95548924,95552457
UNC93B7,4,9493736,9498066
USO1,4,75724577,75814286
USP17L10,4,9210657,9212249
USP17L11,4,9215405,9216997
USP17L14P,4,9229641,9231233
USP17L16P,4,9239130,9240722
USP17L17,4,9243879,9245471
USP17L18,4,9248630,9250222
USP17L20,4,9258124,9259716
USP17L22,4,9267619,9269211
USP17L23,4,9272364,9272914
USP17L6P,4,9367874,9369070
USP17L9P,4,9358383,9359975
USP38,4,143184917,143225212
USP38-DT,4,142889858,143184904
USP46,4,52590960,52659301
USP46-DT,4,52656675,52661668
USP53,4,119212587,119295518
UTP3,4,70688532,70690551
UVSSA,4,1345691,1395989
VAMP9P,4,82285053,82340013
VEGFC,4,176683538,176792922
VTI1BP2,4,183483490,183484185
WDFY3,4,84668765,84966690
WDFY3-AS1,4,84796614,84810403
WDFY3-AS2,4,84965534,85011277
WDR1,4,10068089,10116972
WDR17,4,176065841,176182818
WDR19,4,39182504,39285810
WDR45P1,4,153658572,153659653
WDR77P1,4,154523487,154524807
WEE1P1,4,105959,107114
WFS1,4,6269849,6303265
WWC2,4,183099257,183320777
WWC2-AS1,4,183233628,183240634
WWC2-AS2,4,183059174,183099199
YIPF7,4,44622088,44678556
YWHAQP4,4,163932526,163933182
ZACNP1,4,108415220,108416639
ZAR1,4,48490252,48494389
ZBED1P1,4,110291644,110293573
ZBTB12BP,4,39770081,39771371
ZBTB49,4,4290251,4321786
ZBTB8OSP1,4,150720981,150721478
ZCCHC4,4,25312774,25370383
ZEB2P1,4,16360686,16361826
ZFP42,4,187995771,188005046
ZFYVE28,4,2269582,2418651
ZGRF1,4,112539333,112636995
ZNF141,4,337814,384868
ZNF330,4,141220887,141234697
ZNF518B,4,10439880,10457426
ZNF595,4,53286,88208
ZNF718,4,124501,202303
ZNF721,4,425815,499156
ZNF732,4,270675,305474
ZNF827,4,145757627,145938823
ZNF876P,4,218650,254841
ZNF969P,4,110415898,110418504
ZSWIM5P3,4,129135926,129139740
A4GNT,3,138123713,138132390
AADAC,3,151814073,151828488
AADACP1,3,151770474,151784421
ABCC5,3,183919934,184017939
ABCC5-AS1,3,184006338,184011419
ABCF2P1,3,88317156,88319022
ABCF3,3,184186095,184194012
ABHD10,3,111979010,111993368
ABHD14A,3,51971426,51981196
ABHD14A-ACY1,3,51974706,51989183
ABHD14B,3,51968510,51983409
ABHD5,3,43690108,43734371
ABHD6,3,58237532,58295693
ABI3BP,3,100749156,100993515
ABRAXAS1P1,3,100910975,100912175
ABTB1,3,127672935,127680926
ACAA1,3,38103129,38137242
ACAD11,3,132558138,132660082
ACAD9,3,128879596,128924003
ACAD9-DT,3,128854556,128879590
ACAP2,3,195274745,195443044
ACAP2-IT1,3,195280723,195282741
ACKR2,3,42804752,42887974
ACKR4,3,132597270,132618967
ACOX2,3,58505136,58537283
ACP3,3,132317369,132368302
ACSL3P1,3,133760300,133762363
ACTBP16,3,180820544,180821612
ACTG1P1,3,139493809,139494937
ACTG1P12,3,12070195,12071360
ACTG1P13,3,99215224,99216266
ACTG1P23,3,175977497,175978570
ACTL6A,3,179562886,179588407
ACTR3P3,3,101163094,101163986
ACTR8,3,53867066,53882152
ACTRT3,3,169766921,169769561
ACVR2B,3,38453890,38493142
ACVR2B-AS1,3,38451027,38454820
ACY1,3,51983340,51989197
ADAD1P1,3,39285985,39287920
ADAMTS9,3,64515654,64688000
ADAMTS9-AS1,3,64561322,64592757
ADAMTS9-AS2,3,64684879,65061892
ADCY5,3,123282296,123449090
ADGRG7,3,100609601,100695479
ADIPOQ,3,186842704,186858463
ADIPOQ-AS1,3,186851886,186856123
ADPRH,3,119579268,119589945
AFF4P1,3,133409955,133410843
AGGF1P3,3,75653561,75654773
AGTR1,3,148697784,148743008
AHSG,3,186613060,186621318
AK3P7,3,52734735,52735013
AKR1B1P2,3,74135959,74136892
AKTIPP1,3,52753526,52754690
ALAS1,3,52198086,52214327
ALCAM,3,105366909,105576900
ALDH1L1,3,126103562,126197994
ALDH1L1-AS1,3,126083650,126108069
ALDH1L1-AS2,3,126180012,126210169
ALDOAP1,3,52193170,52194785
ALG1L15P,3,156044155,156044948
ALG1L1P,3,125929272,125990537
ALG1L2,3,130081831,130113227
ALG3,3,184242301,184249548
ALS2CL,3,46668995,46693704
AMIGO3,3,49716829,49719684
AMOTL2,3,134355347,134375479
AMT,3,49416778,49422685
ANAPC13,3,134477706,134486716
ANAPC15P2,3,174302944,174303287
ANKRD28,3,15667236,15859771
ANKUB1,3,149761100,149968385
ANO10,3,43354859,43691594
AP2M1,3,184174689,184184214
APEH,3,49674014,49683971
APOD,3,195568705,195584033
APPL1,3,57227726,57278105
APRG1,3,37381062,37440186
ARF4,3,57571363,57598220
ARGFX,3,121567949,121590622
ARHGAP31,3,119294383,119420714
ARHGAP31-AS1,3,119313313,119322760
ARHGEF26,3,154121003,154257827
ARHGEF3,3,56727418,57079329
ARHGEF3-AS1,3,56940037,56960854
ARIH2,3,48918821,48986382
ARIH2OS,3,48917765,48918829
ARL13B,3,93980139,94055678
ARL14,3,160677160,160678448
ARL4AP4,3,23878981,23879498
ARL6,3,97764521,97801229
ARL6IP5,3,69084937,69106092
ARL8B,3,5122249,5180911
ARL8BP1,3,196044695,196045254
ARMC10P1,3,94506766,94507620
ARMC8,3,138187248,138298384
ARPC4,3,9792495,9807101
ARPC4-TTLL3,3,9793082,9835401
ARPP21,3,35638945,35794496
ARPP21-AS1,3,35650197,35651961
ASB14,3,57268342,57292685
ASS1P7,3,177297161,177298386
ASTE1,3,131013875,131027649
ATG3,3,112532510,112562046
ATG7,3,11272309,11557665
ATOSBP1,3,114231398,114233021
ATP11B,3,182793503,182923011
ATP11B-DT,3,182783236,182793408
ATP13A3,3,194402672,194498364
ATP13A3-DT,3,194487120,194521156
ATP13A4,3,193398967,193593111
ATP13A4-AS1,3,193506780,193555586
ATP13A5,3,193274789,193378820
ATP13A5-AS1,3,193307244,193314362
ATP1B3,3,141876124,141926549
ATP1B3-AS1,3,141918252,141919021
ATP2B2,3,10324023,10708007
ATP2B2-IT1,3,10566255,10570375
ATP2B2-IT2,3,10626015,10629307
ATP2C1,3,130850595,131016712
ATP5MC1P3,3,138889255,138889957
ATP5MC1P4,3,172828736,172829176
ATP5MGP5,3,152800434,152800732
ATP5PBP8,3,113984037,113984655
ATP6V0E1P2,3,41859350,41859594
ATP6V1A,3,113746770,113812056
ATR,3,142449007,142578733
ATRIP,3,48446710,48467645
ATXN7,3,63863155,64003462
AZI2,3,28315003,28349050
B3GALNT1,3,161083883,161105411
B3GAT3P1,3,160452598,160453403
B3GNT5,3,183253253,183298504
B4GALT4,3,119211732,119240946
B4GALT4-AS1,3,119226469,119290666
BALR6,3,17860922,18041541
BAP1,3,52401008,52410008
BBX,3,107522936,107811339
BCHE,3,165772904,165837462
BCL6,3,187721377,187745725
BCL6-AS1,3,187743686,187793553
BFSP2,3,133400056,133475222
BFSP2-AS1,3,133426402,133491163
BHLHE40,3,4979437,4985323
BHLHE40-AS1,3,4896806,4980414
BLVRBP1,3,46918807,46918935
BOC,3,113211003,113287459
BOLA2P2,3,47499841,47500090
BPESC1,3,139104185,139125171
BRD7P2,3,160100850,160102793
BRD7P7,3,109241507,109243125
BRK1,3,10115675,10127190
BRPF1,3,9731729,9748019
BSN,3,49554477,49671549
BSN-AS1,3,49640483,49641769
BSN-DT,3,49534453,49554374
BTD,3,15601341,15722311
BTF3P16,3,101457241,101457732
BTLA,3,112461067,112499472
BZW1P1,3,172425850,172427089
BZW1P2,3,116645902,116646727
C11orf98P3,3,23389661,23389909
C3orf18,3,50558025,50571027
C3orf20,3,14675141,14773036
C3orf22,3,126526999,126558965
C3orf33,3,155762617,155806278
C3orf36,3,133928145,133929812
C3orf38,3,88149959,88168729
C3orf49,3,63819299,63848636
C3orf52,3,112086335,112131004
C3orf62,3,49268596,49277232
C3orf70,3,185076838,185153060
C3orf80,3,160225422,160228213
C3orf84,3,49177634,49191858
C3orf85,3,109118252,109151401
C3orf86P,3,44421316,44421811
C9orf78P1,3,159721524,159722401
C9orf85P2,3,182950783,182956307
CABYRP1,3,54047749,54048793
CACNA1D,3,53328963,53813733
CACNA2D2,3,50362613,50504244
CACNA2D3,3,54122552,55074557
CACNA2D3-AS1,3,54874605,54901258
CADM2,3,84958989,86074429
CADM2-AS1,3,85992183,86028007
CADM2-AS2,3,85799987,85828050
CADPS,3,62398346,62875416
CAMK1,3,9757347,9769992
CAMK2N2,3,184259213,184261553
CAMKV,3,49857988,49869935
CAMP,3,48223347,48225491
CAND2,3,12796472,12834804
CAP1P1,3,76434018,76435428
CAPN7,3,15206152,15252916
CARMIL2P1,3,129632019,129632492
CASR,3,122183668,122291629
CAV3,3,8733802,8841808
CBLB,3,105655461,105869552
CBX1P5,3,166811009,166811567
CBX3P10,3,36880184,36880729
CBX5P1,3,88095408,88095968
CCDC12,3,46916634,46982010
CCDC13,3,42705756,42773253
CCDC13-AS1,3,42732575,42746768
CCDC13-AS2,3,42770562,42773795
CCDC137P1,3,72086888,72087725
CCDC137P2,3,72085109,72085287
CCDC14,3,123897305,123961408
CCDC174,3,14651762,14672659
CCDC191,3,113964137,114056594
CCDC39,3,180602858,180684942
CCDC39-AS1,3,180679567,180700453
CCDC50,3,191329085,191398659
CCDC51,3,48432164,48440456
CCDC54,3,107377439,107378635
CCDC54-AS1,3,107129887,107421356
CCDC66,3,56557161,56621837
CCDC71,3,49162535,49166331
CCDC80,3,112596797,112649530
CCK,3,42257825,42266185
CCNL1,3,157146508,157160760
CCR1,3,46201711,46208313
CCR2,3,46353864,46360940
CCR3,3,46130890,46266706
CCR4,3,32951644,32957120
CCR5,3,46370946,46376206
CCR5AS,3,46363984,46407184
CCR8,3,39329709,39333680
CCR9,3,45884425,45903174
CCRL2,3,46407166,46412997
CCT6P4,3,190714811,190716399
CD200,3,112332235,112363181
CD200LP,3,112321140,112321443
CD200R1,3,112921205,112975103
CD200R1L,3,112815709,112846864
CD200R1L-AS1,3,112802478,112812819
CD24P5,3,5099627,5099861
CD47,3,108043091,108091862
CD80,3,119524293,119559614
CD86,3,122055362,122121139
CD96,3,111292719,111665996
CDC25A,3,48157146,48188417
CDC42P7,3,38270283,38270767
CDCP1,3,45082277,45146422
CDHR18P,3,63741827,63805093
CDHR4,3,49790732,49799873
CDK2AP1P1,3,120484171,120484527
CDV3,3,133573686,133590261
CDV3P1,3,96776945,96777683
CELSR3,3,48636463,48662886
CENPPP1,3,39338129,39338879
CEP15,3,62319015,62336213
CEP19,3,196706277,196712250
CEP63,3,134485699,134587789
CEP70,3,138494344,138594538
CEP97,3,101724534,101770562
CFAP100,3,126394909,126436556
CFAP100-DT,3,126376505,126394851
CFAP20DC,3,58717365,59050084
CFAP20DC-AS1,3,58824437,59019093
CFAP20DC-DT,3,59050098,59811310
CFAP44,3,113286930,113441610
CFAP44-AS1,3,113403966,113433992
CFAP91,3,119703022,119767102
CFAP92,3,128909866,129002690
CFL1P7,3,25324174,25324659
CGGBP1,3,88051944,88149885
CHCHD4,3,14112077,14124870
CHCHD4P4,3,11234256,11234582
CHCHD6,3,126704240,126960420
CHDH,3,53812335,53846419
CHL1,3,196763,409417
CHL1-AS1,3,363370,385795
CHL1-AS2,3,109707,197866
CHMP2B,3,87227271,87255556
CHRD,3,184380054,184390736
CHST13,3,126524155,126543291
CHST2,3,143119771,143124014
CICP6,3,198223497,198226310
CIDEC,3,9866711,9880255
CIDECP1,3,10017490,10023747
CIDECP2,3,128869624,128870026
CIP2A,3,108549864,108589644
CISH,3,50606489,50611774
CLASP2,3,33496245,33718356
CLCN2,3,184346185,184361650
CLDN1,3,190305707,190322446
CLDN11,3,170418868,170454733
CLDN16,3,190322541,190412138
CLDN18,3,137998735,138033655
CLDND1,3,98497912,98523066
CLEC3B,3,45001548,45036071
CLRN1,3,150926163,150972727
CLSTN2,3,139935185,140577397
CLSTN2-AS1,3,140505611,140677979
CMC1,3,28241584,28325142
CMSS1,3,99817837,100181732
CMTM6,3,32481312,32502852
CMTM7,3,32391698,32483067
CMTM8,3,32238679,32370321
CNBP,3,129167827,129183922
CNN2P6,3,31181751,31182650
CNTN3,3,74262568,74614659
CNTN4,3,2098813,3057959
CNTN4-AS1,3,3039033,3069242
CNTN4-AS2,3,2110409,2144241
CNTN6,3,1092658,1404217
COL6A4P1,3,15151833,15180961
COL6A4P2,3,130212823,130273327
COL6A5,3,130345516,130484846
COL6A6,3,130517177,130677044
COL7A1,3,48564073,48595329
COL8A1,3,99638475,99799226
COLQ,3,15450133,15521751
COMMD2,3,149738472,149752495
COPB2,3,139353946,139389736
COPB2-DT,3,139389705,139782699
COPG1,3,129249606,129277773
COPS8P2,3,68145004,68145630
COX17,3,119654513,119677454
COX6CP10,3,33554636,33554859
COX6CP14,3,49758483,49758656
COX6CP6,3,70751123,70751350
CP,3,149162410,149221829
CPA3,3,148865296,148897203
CPB1,3,148791102,148860187
CPHL1P,3,149229431,149276664
CPN2,3,194339768,194351328
CPNE4,3,131533555,132285410
CPNE9,3,9703826,9729908
CPOX,3,98579446,98593648
CRADDP1,3,156988117,156988712
CRBN,3,3144628,3179727
CRELD1,3,9933793,9945413
CRIP1P2,3,25686896,25687123
CRIPTO,3,46574534,46582457
CRTAP,3,33114014,33147773
CRYBG3,3,97822011,97944984
CRYGS,3,186538441,186546702
CSNKA2IP,3,88338416,88467594
CSP2,3,107327830,107329197
CSPG5,3,47562238,47580792
CSRNP1,3,39141855,39154562
CSRP2P2,3,130918226,130919120
CSTA,3,122325248,122341969
CSTBP1,3,11529488,11529755
CTDNEP1P1,3,113885298,113886031
CTDSPL,3,37861880,37984469
CTNNB1,3,41194741,41260096
CX3CR1,3,39263495,39281735
CXCR6,3,45940933,45948351
CYB561D2,3,50350845,50358460
CYCSP10,3,10000647,10000940
CYCSP11,3,10057973,10058287
CYCSP12,3,11878830,11879129
CYCSP56,3,167956311,167956616
CYP2AB1P,3,183895900,183910936
CYP51A1P1,3,82806515,82808021
CYP8B1,3,42856005,42875898
DAG1,3,49468713,49535618
DALRD3,3,49015488,49022293
DAZL,3,16586792,16670306
DBR1,3,138160988,138174949
DBTP1,3,113740823,113741254
DCAF1,3,51395867,51500015
DCBLD2,3,98795941,98901695
DCLK3,3,36712421,36764553
DCP1A,3,53283429,53347586
DCUN1D1,3,182938074,182985953
DDX50P2,3,154352136,154354799
DDX5P1,3,175675087,175676801
DENND6A,3,57625454,57693077
DENND6A-DT,3,57693179,57696596
DGKG,3,186105668,186362234
DHFR2,3,94047836,94063389
DHX30,3,47802909,47850195
DHX36,3,154272546,154324487
DIMT1P1,3,109701456,109702218
DIPK2A,3,143971823,144048719
DLEC1,3,38039205,38124025
DLG1,3,197042560,197299330
DLG1-AS1,3,197298225,197309307
DNAH1,3,52316319,52400492
DNAH12,3,57293699,57544344
DNAJB11,3,186567403,186585800
DNAJB1P2,3,113041390,113041814
DNAJB6P7,3,125344085,125344797
DNAJB8,3,128462437,128466968
DNAJB8-AS1,3,128463530,128475012
DNAJC13,3,132417502,132539032
DNAJC19,3,180983697,180989774
DNAJC19P4,3,2985231,2985575
DNAJC8P2,3,136736500,136737229
DNASE1L3,3,58192257,58214697
DOCK3,3,50674927,51384198
DONSONP1,3,136055184,136055764
DPH3,3,16257061,16264969
DPPA2,3,109293788,109316517
DPPA4,3,109326144,109337546
DPPA4P2,3,134510531,134511413
DRD3,3,114127580,114199407
DRG1P2,3,117674342,117675144
DSTNP4,3,39214199,39214672
DTWD1P1,3,139582928,139583593
DTWD1P2,3,155401329,155403399
DTX3L,3,122564338,122575203
DUBR,3,107220744,107462923
DUSP12P1,3,100221268,100223858
DUSP5P2,3,9600748,9602728
DUSP7,3,52048919,52056571
DUTP1,3,125310881,125311350
DUX4L26,3,75668931,75670185
DVL3,3,184155377,184173614
DYNC1LI1,3,32525974,32570858
DYNLL1P5,3,154657294,154657563
DYNLT2B,3,196291219,196318299
DZIP1L,3,138061990,138115818
DZIP3,3,108589705,108694840
EAF1,3,15427598,15450635
EAF1-AS1,3,15436171,15449994
EAF2,3,121835183,121886526
EBLN2,3,73061659,73063337
ECE2,3,184276011,184293031
ECT2,3,172750682,172821474
EDEM1,3,5187646,5219958
EEF1A1P23,3,193578812,193579413
EEF1A1P24,3,39358545,39359922
EEF1A1P25,3,138825063,138826329
EEF1A1P45,3,149494660,149495995
EEF1A1P8,3,184026369,184027756
EEF1AKMT4,3,184249672,184258759
EEF1B2P8,3,175059361,175060031
EEF1GP3,3,40596207,40597494
EEF1GP4,3,161324913,161326219
EEFSEC,3,128153481,128408646
EFCAB12,3,129401321,129428636
EFCC1,3,129001304,129040742
EFHB,3,19879472,19947025
EGFEM1P,3,168249941,168821335
EGOT,3,4749192,4751590
EHHADH,3,185190624,185281990
EHHADH-AS1,3,185162871,185191955
EIF1B,3,40309707,40312424
EIF1B-AS1,3,40061110,40453341
EIF2A,3,150546678,150586016
EIF2AK1P1,3,142450102,142452149
EIF2B5,3,184135038,184146127
EIF2B5-DT,3,184114415,184154683
EIF2S2P2,3,185245460,185246441
EIF3EP4,3,182843521,182844619
EIF3JP2,3,150050729,150051456
EIF3KP2,3,24555834,24556459
EIF4A2,3,186783205,186789897
EIF4BP4,3,42340588,42342367
EIF4BP8,3,122660613,122662438
EIF4E2P2,3,115279125,115279860
EIF4E3,3,71675414,71754773
EIF4EP3,3,182460417,182461072
EIF4G1,3,184314495,184335358
EIF5A2,3,170888418,170908644
ELP6,3,47495640,47513712
EMC3,3,9962682,10011202
EMC3-AS1,3,9987904,9994331
ENAHP1,3,190830965,190832173
ENO1P3,3,124862094,124863317
ENOPH1P1,3,188989382,188990135
ENPP7P3,3,130167790,130168030
ENPP7P4,3,125848223,125909372
ENTPD3,3,40387184,40428744
ENTPD3-AS1,3,40061110,40453341
EOGT,3,68975217,69013684
EOGT-DT,3,69013941,69057372
EOMES,3,27715949,27722711
EPHA3,3,89107621,89482134
EPHA6,3,96814581,97761532
EPHB1,3,134795260,135260467
EPHB3,3,184561785,184582408
EPM2AIP1,3,36985043,36993131
ERC2,3,55508311,56469095
ERC2-IT1,3,55657206,55659382
ERICH6,3,150659885,150703971
ERICH6-AS1,3,150703365,150758392
ESRG,3,54632109,54657002
ESYT3,3,138434586,138481686
ETV5,3,186046314,186110318
ETV5-AS1,3,186079170,186080947
EXOG,3,38496127,38542161
EXOSC7,3,44975241,45036066
EZRP1,3,104502700,104503266
FAIM,3,138608606,138633376
FAM107A,3,58564117,58627610
FAM131A,3,184335926,184348421
FAM136CP,3,101414228,101414633
FAM151AP1,3,194755589,194757422
FAM162A,3,122384161,122412334
FAM20BP1,3,169931998,169933229
FAM240A,3,46612525,46626543
FAM3D,3,58633946,58666834
FAM3D-AS1,3,58607080,58644491
FAM43A,3,194685883,194689037
FAM76AP1,3,133546071,133546272
FAM86HP,3,130099258,130111472
FAM86JP,3,125916624,125928595
FANCD2,3,10026370,10101932
FANCD2OS,3,10081317,10108255
FANCD2P2,3,11859674,11891172
FAUP2,3,181242345,181242901
FBLN2,3,13549125,13638422
FBRSL1P1,3,125958556,125958817
FBXL2,3,33277025,33403662
FBXO40,3,121593379,121630295
FBXO45,3,196568611,196589059
FBXW12,3,48372219,48401259
FCF1P2,3,48290793,48291375
FCF1P3,3,106848671,106849260
FCRL4P1,3,22670201,22670711
FECHP1,3,34872641,34873854
FETUB,3,186635969,186653141
FEZF2,3,62369681,62374324
FGD5,3,14810853,14934571
FGD5-AS1,3,14920347,14948424
FGD5P1,3,13934255,13937477
FGF12,3,192139390,192767764
FGF12-AS1,3,192238037,192283097
FGF12-AS2,3,192515022,192516573
FGF12-AS3,3,192516831,192521398
FGFR3P4,3,177700346,177701072
FHIT,3,59747277,61251459
FHL1P1,3,169939353,169966738
FILIP1L,3,99828811,100114513
FKBP1AP4,3,149463779,149464114
FLNB,3,58008398,58172251
FLNB-AS1,3,58162547,58170636
FLT1P1,3,46142358,46143677
FLYWCH1P1,3,180827977,180829850
FNDC3B,3,172039578,172401669
FOXL2,3,138944224,138947137
FOXL2NB,3,138947217,138953990
FOXP1,3,70954693,71583978
FOXP1-AS1,3,71289759,71305854
FOXP1-DT,3,71584048,71587409
FOXP1-IT1,3,71570255,71574457
FRG2C,3,75664328,75667220
FRG2FP,3,198110206,198111878
FRMD4B,3,69168782,69542583
FSTL1,3,120392293,120451016
FTH1P23,3,72929044,72929593
FTH1P4,3,128764466,128765018
FXR1,3,180868141,180982753
FYCO1,3,45917903,45995824
FYTTD1,3,197737179,197787596
G2E3P1,3,132386522,132389074
GABRR3,3,97985102,98035315
GADL1,3,30726197,30894661
GALNT15,3,16174680,16231992
GAP43,3,115623510,115721490
GAPDHP39,3,138777832,138778810
GAPDHP47,3,143503275,143504273
GAPDHP50,3,89047442,89048434
GASK1A,3,42979087,43067898
GATA2,3,128479427,128493201
GATA2-AS1,3,128488130,128539314
GBE1,3,81489703,81761645
GCNT1P3,3,190624595,190625169
GEMIN2P2,3,41977008,41978034
GFM1,3,158644527,158695581
GHRL,3,10285666,10292947
GHRLOS,3,10285754,10294903
GHSR,3,172443291,172448456
GK5,3,142157527,142225592
GLB1,3,32996609,33097202
GLT8D1,3,52694486,52706032
GLYCTK,3,52287089,52295257
GLYCTK-AS1,3,52287103,52299221
GM2AP1,3,145684572,145685092
GMNC,3,190852737,190892429
GMPPB,3,49716844,49723973
GMPS,3,155870650,155944020
GNAI2,3,50226292,50259362
GNAT1,3,50191610,50197696
GNB4,3,179396088,179451476
GNL3,3,52681156,52694497
GOLGA4,3,37243191,37366879
GOLGA4-AS1,3,37241789,37244202
GOLGB1,3,121663199,121749966
GOLIM4,3,168008689,168095924
GORASP1,3,39095222,39108369
GP5,3,194394821,194399266
GP9,3,129060779,129062406
GPATCH11P1,3,73182501,73183291
GPD1L,3,32105689,32168709
